Account Name,No. of Employees,Website,HQ Billing Country,Billing State/Province,Billing City,Billing Street,Billing Zip/Postal Code,Industry,LinkedIn Company Id,Account LinkedIn URL,Core Account Fit Tier
Entravision Latam,32,entravisioncisnerosinteractive.com,,Florida,Miami,,,Advertising Services,40935880,https://www.linkedin.com/company/entravision-latam,Tier 3
Empire Group Of Reading Pa,34,esreading.com,,Pennsylvania,Reading,,19601-1399,Specialty Trade Contractors,,https://www.linkedin.com/company/empireservices,Tier 3
Everest Care Management,41,everestcm.net,,Pennsylvania,Lancaster,3rd Street Southwest,20024,Home Health Care Services,11551502,https://www.linkedin.com/company/everest-care-management,Tier 3
Green Contracting Company,42,greencontracting.com,,Maryland,Rosedale,2739 Spencers Trace Northeast,30062,Construction,4129637,https://www.linkedin.com/company/green-contracting,Tier 3
Carolina Poly,45,carolinapoly.com,,South Carolina,Chester,,29706,Plastics Manufacturing,28174812,https://www.linkedin.com/company/carolina-poly-inc,Tier 3
Futures Behavior Therapy Center,46,futuresbtc.com,,Massachusetts,West Boylston,55 Tozer Rd Ste 2,1915,Mental Health Care,16140757,https://www.linkedin.com/company/futures-behavior-therapy-center-llc,Tier 3
Metal Panels,46,metalpanelsinc.com,,Oklahoma,Tulsa,131 S. 147th East Ave.,74116,Wholesale Building Materials,246017,https://www.linkedin.com/company/metalpanelsinc,Tier 3
Pharos Academy Charter School,47,pharosacademies.org/people,,New York,The Bronx,,10459,Primary and Secondary Education,,https://www.linkedin.com/company/pharos-academy,Tier 3
Wellspring,51,wellspringhouse.org,,Massachusetts,West Bend,,1930,Individual and Family Services,619425,https://www.linkedin.com/company/wellspring-house-inc.,Tier 3
Gecac,51,gecac.org,,Pennsylvania,Union City,,,Writing and Editing,4598656,https://www.linkedin.com/company/gecac,Tier 3
Anderson Fabrics,51,andersonfabrics.com,,Minnesota,Blackduck,348 Summit W Ave,56630,Textile Manufacturing,467072,https://www.linkedin.com/company/anderson-fabrics,Tier 3
Huntington Steel,51,huntingtonsteel.com,,West Virginia,Huntington,100 3rd Avenue,25701,Mining,1242707,https://www.linkedin.com/company/huntington-steel,Tier 3
JJA,51,jjainc.com,,Texas,Dallas,8150 North Central Expressway,75206,Industrial Machinery Manufacturing,290510,https://www.linkedin.com/company/jjainc,Tier 3
Allegheny Contracting,51,alleghenycontracting.com,,Pennsylvania,Reynoldsville,13374 Boot Jack Road,15853,Natural Gas Distribution,27166308,https://www.linkedin.com/company/alleghenycontracting,Tier 3
Lindner & Marsack,51,lindner-marsack.com,,Wisconsin,Milwaukee,,,Law Practice,260568,https://www.linkedin.com/company/lindner-&-marsack-s-c-,Tier 3
F.a. Bartlett Tree Expert Company,51,barlett.com,,Connecticut,Stamford,,,Environmental Services,5438179,https://www.linkedin.com/company/the-f-a-bartlett-tree-expert-company-ltd,Tier 3
Harrington Construction,51,harringtonconstruction.us,,Massachusetts,Shrewsbury,,,Nonresidential Building Construction,9721022,https://www.linkedin.com/company/harrington-construction,Tier 3
Diario El Día De La Plata,51,eldia.com.ar,,Maryland,La Plata,,,Technology Information and Internet,,https://www.linkedin.com/company/diario-el-día-de-la-plata,Tier 3
Case Power & Equipment Of Florida,51,casepowered.com,,Florida,Hialeah,,,Construction,77743761,https://www.linkedin.com/company/case-power-equipment-of-florida,Tier 3
Champion Health Club,51,champhealthclub.com,,District of Columbia,-,,,Wellness and Fitness Services,7037358,https://www.linkedin.com/company/champion-health-club,Tier 3
Precision Masters Inc.,51,maplemoldtechnologies.com,,Michigan,Rochester,1985 Northfield Dr,,Plastics Manufacturing,,https://www.linkedin.com/company/maple-mold-technologies,Tier 3
Southeast Arkansas Regional Library,51,searlibrary.org,,Arkansas,Monticello,114 W Jefferson Ave,,Hospitality,,https://www.linkedin.com/company/southeast-arkansas-regional-library,Tier 3
Dixon Gallery & Gardens,52,dixon.org,,Tennessee,Memphis,4339 Park Avenue,38117,Museums,3947960,https://www.linkedin.com/company/dixon-gallery-&-gardens,Tier 3
Homeplus Mortgage Nmls 78669 Ca Dre Broker 01426454,52,homeplusmortgage.com,,Texas,San Antonio,2878 Camino del Rio South,92108,Banking,4457650,https://www.linkedin.com/company/homeplusmortgage,Tier 3
Smith Sovik Kendrick & Sugnet,52,smithsovik.com,,New York,Syracuse,250 South Clinton Street,13202,Law Practice,1294233,https://www.linkedin.com/company/smith-sovik-kendrick-&-sugnet-p.c.,Tier 3
Janet Jones Company,52,janetjones.com,,Arkansas,Little Rock,,72227,Real Estate,2128150,https://www.linkedin.com/company/the-janet-jones-company,Tier 3
Strategic Environmental Services,52,strategic-es.com,,Massachusetts,Sutton,362 Putnam Hill Road,1590,Environmental Services,1966961,https://www.linkedin.com/company/jm-environmental-corp.,Tier 3
Endura Products,52,enduraproductscorp.com,,Texas,Midland,1501 North Fairgrounds Road,79706,Chemical Manufacturing,64632967,https://www.linkedin.com/company/endura-products-corptx,Tier 3
Fidelity Funding Mortgage Group Branch Nmls 2464767,52,fidelityfundingmortgage.com,,Florida,Maitland,,,Banking,304076,https://www.linkedin.com/company/fidelity-funding-mortgage-group,Tier 3
Lucia Landscaping,52,lucialandscaping.com,,Michigan,Roseville,28279 Groesbeck Highway,48066,Landscaping Services,2461915,https://www.linkedin.com/company/lucialandscaping,Tier 3
Cory's audio visual,52,corys.pro,,Oklahoma,Oklahoma City,9525 West Reno Avenue,73127,Events Services,1115587,https://www.linkedin.com/company/corysconnects,Tier 3
Twotango Collaborative,52,twotango.co,,Virginia,Richmond,2912 W Leigh St,23230,Advertising Services,,https://www.linkedin.com/company/twotangocollaborative,Tier 3
Steward-mellon Company,52,stewardmellon.com,,Florida,Tampa,,,Construction,83020558,https://www.linkedin.com/company/steward-mellon-company-llc,Tier 3
TFed - Taunton Federal Credit Union,52,tfed.com,,Massachusetts,,,,Banking,,https://www.linkedin.com/company/taunton-federal-credit-union,Tier 3
"Debt Freedom, Inc.",52,debtpoint.com,,Texas,San Antonio,6715 Bandera Rd,,Financial Services,,https://www.linkedin.com/company/debtpoint,Tier 3
Dolce Vita Hair Salon,52,dolcevitasalons.com,,Georgia,,,,Design Services,,https://www.linkedin.com/company/dolce-vita-hair-salon,Tier 3
Goby,52,esg.conservice.com,,Illinois,,,,IT Services and IT Consulting,,https://www.linkedin.com/company/goby,Tier 3
"Suitey, Inc.",52,chloesellsnyc.com,,New York,New York,88 University Pl,,Real Estate,,https://www.linkedin.com/company/chloe-godin-real-estate-nyc,Tier 3
"Jilco Industries, Inc.",52,preferredairparts.com,,Ohio,Kidron,11234 Hackett Rd,,Aviation and Aerospace Component Manufacturing,,https://www.linkedin.com/company/preferredairpartsllc,Tier 3
"Thomas E. Sears, Inc.",52,thomasesmithfoundation.org,,Massachusetts,Boston,10 High St Ste 1001,,Non-profit Organizations,,https://www.linkedin.com/company/the-thomas-e-smith-foundation,Tier 3
D.f. Pray General Contractors,53,dfpray.com,,Massachusetts,Seekonk,,2771,Building Construction,1475869,https://www.linkedin.com/company/d-f-pray-general-contractors,Tier 3
Elle Salon,53,ellesalon.net,,Minnesota,St Paul,,,Retail,4150219,https://www.linkedin.com/company/elle-salon,Tier 3
Service Repair Solutions,53,servicerepairsolutions.com,,Minnesota,St Paul,,,Motor Vehicle Manufacturing,912749,https://www.linkedin.com/company/service-repair-solutions,Tier 3
American Federal Mortgage,53,americanfedmortgage.com,,New Jersey,Chester,360 Route 24,7930,Savings Institutions,151238,https://www.linkedin.com/company/american-federal-mortgage-corp,Tier 3
Oliver Maner,53,olivermaner.com,,Georgia,Savannah,218 West State Street,31401,Law Practice,40663784,https://www.linkedin.com/company/olivermanerllp,Tier 3
Chem Carriers,53,chemcarriers.com,,Louisiana,Sunshine,1237 Hwy 75,70780,Maritime Transportation,73960617,https://www.linkedin.com/company/chem-carriers,Tier 3
Lakeview Golf Resort & Conference Center,53,lakeviewresort.com,,West Virginia,Morgantown,,,Golf Courses and Country Clubs,5485209,https://www.linkedin.com/company/lakeview-golf-resort-&-spa,Tier 3
Precision Wire Forms,53,wire-forms.com,,Michigan,Three Rivers,1100 West Broadway Street,49093,Spring and Wire Product Manufacturing,10239650,https://www.linkedin.com/company/precision-wire-forms,Tier 3
Sydor Optics,53,sydor.com,,New York,Rochester,31 Jetview Drive,14609,Appliances Electrical and Electronics Manufacturing,4028413,https://www.linkedin.com/company/sydor-optics,Tier 3
Bank Of Forest,53,bkforest.com,,Mississippi,Forest,,,Insurance,62464186,https://www.linkedin.com/company/bank-of-forest,Tier 3
Watermark Estate Management Services,53,watermark-llc.com,,Oklahoma,Seattle,,98033,Individual and Family Services,,https://www.linkedin.com/company/watermark-estate-management-services,Tier 3
At Home Care,53,ahcnys.com,,New York,Oneonta,,,Wellness and Fitness Services,,https://www.linkedin.com/company/athomecarelhcsa,Tier 3
Petshop,53,petshop.ru,,Florida,St. Petersburg,,,IT Services and IT Consulting,,https://www.linkedin.com/company/petshop-ru,Tier 3
"Sub-Aquatics, Inc.",53,breathingair.com,,Ohio,Reynoldsburg,8855 E Broad St,,Manufacturing,,https://www.linkedin.com/company/breathing-air-systems-inc,Tier 3
"Chart Automotive Group, Inc.",53,chartauto.com,,Missouri,Saint Louis,8801 Frost Ave,,Food and Beverage Services,,https://www.linkedin.com/company/chart-distribution-group,Tier 3
"Reco Industries, Inc.",53,reco-industries.com,,Virginia,Richmond,710 Hospital St,,Food and Beverage Manufacturing,,https://www.linkedin.com/company/reco-industries-limited,Tier 3
AAA Auger Plumbing Services,54,aaa-auger.com,,Texas,Irving,450 Pinn Rd.,78227,Building Equipment Contractors,321863,https://www.linkedin.com/company/aaa-auger,Tier 3
Kennedy International,54,kennedy-intl.com,,New Jersey,Old Bridge,,,Wholesale,19378078,https://www.linkedin.com/company/kennedy-international-ltd,Tier 3
Sherman and Hemstreet Real Estate Company,54,shermanandhemstreet.com,,Georgia,Augusta,Walton Way Extension,30909,Real Estate Agents and Brokers,2080187,https://www.linkedin.com/company/sherman-and-hemstreet-real-estate-company,Tier 3
Infovisa,54,infovisa.com,,North Carolina,Davidson,11120 Treynorth Dr,28031,Banking,10438414,https://www.linkedin.com/company/infovisa-inc-,Tier 3
Century 21 Pride Realty,54,c21pride.com,,Illinois,Mokena,,,Real Estate Agents and Brokers,2462355,https://www.linkedin.com/company/century-21-pride-realty,Tier 3
Help For Children,54,hfc.org,,New York,New York,330 7th Avenue,10001,Philanthropic Fundraising Services,250021,https://www.linkedin.com/company/hedge-funds-care,Tier 3
Cypress Bend Resort. Your Moment of Splendor Is Just A Reservation Away,54,cypressbend.com,,Louisiana,Many,,,Golf Courses and Country Clubs,533582,https://www.linkedin.com/company/cypress-bend-resort,Tier 3
Freebird Chicken,54,freebirdchicken.com,,Pennsylvania,Fredericksburg,,,Wholesale Food and Beverage,15477574,https://www.linkedin.com/company/freebird-chicken,Tier 3
Heat Treatment Services,54,aldtt.net,,Michigan,Port Huron,2656 24th St,48060,Industrial Machinery Manufacturing,,https://www.linkedin.com/company/ald-thermal-treatment-inc-,Tier 3
Great Steak,54,thegreatsteak.com,,Illinois,Bloomingdale,,,Food and Beverage Services,,https://www.linkedin.com/company/great-steak/,Tier 3
Earthborne,54,earthborneinc.com,,Pennsylvania,Warrington,35 Easton Road,18976,Construction,,https://www.linkedin.com/company/earthborne-inc,Tier 3
The Mansion At Glen Cove,55,themansionatglencove.com,,New York,Glen Cove,200 Dosoris Ln.,11542,Hospitality,575194,https://www.linkedin.com/company/glen-cove-mansion-hotel-&-conference-center/,Tier 3
Ha Industries,55,ha-industries.com,,Michigan,Sterling Heights,,48310,Automation Machinery Manufacturing,9478504,https://www.linkedin.com/company/ha-industries,Tier 3
Atom Healthcare,55,atomhealthcare.com,,New York,New York,,,IT Services and IT Consulting,13288790,https://www.linkedin.com/company/atomhealthcare,Tier 3
Prestige Cleaners,55,prestigecleanersinc.net,,Tennessee,Knoxville,7536 Taggart Lane,37938,Laundry and Drycleaning Services,335948,https://www.linkedin.com/company/prestige-cleaners,Tier 3
Aem Group,55,aemgrp.com,,Indiana,Fishers,598 Nance Road,35757,Computers and Electronics Manufacturing,733969,https://www.linkedin.com/company/aemg,Tier 3
Cronimet Corporation USA,55,cronimetusa.com,,Pennsylvania,Aliquippa,,,Mining,4648818,https://www.linkedin.com/company/cronimet-corp,Tier 3
American Academy of Addiction Psychiatry,55,aaap.org,,Rhode Island,East Providence,400 Massasoit Ave Ste 300,2914,Professional Organizations,1996160,https://www.linkedin.com/company/aaap,Tier 3
Elgin Power Solutions,55,elginpowersolutions.com,,West Virginia,Beaver,10050 Cash Road,77477,Appliances Electrical and Electronics Manufacturing,11311861,https://www.linkedin.com/company/elginpowersolutions,Tier 3
Our Lady Of Mount Carmel Catholic School,55,olmcschool.org,,Indiana,Carmel,,,Education Administration Programs,,https://www.linkedin.com/company/our-lady-of-mount-carmel-elementary-school,Tier 3
Perma-chink Systems,55,permachink.com,,District of Columbia,Redmond,1605 Prosser Road,37914,Wholesale Building Materials,8759191,https://www.linkedin.com/company/perma-chink-systems,Tier 3
Yale Broadcasting Company,55,wybc.com,,Connecticut,,,6510,Broadcast Media Production and Distribution,,https://www.linkedin.com/company/wybcx-943-yale-radio,Tier 3
"BROWNSTONE LEGACY, INC.",55,berniereadinger.com,,Pennsylvania,Hershey,501 W Governor Rd,,Real Estate,,,Tier 3
SUPERIOR PROPERTY MANAGEMENT LLC,55,superiormgmtmi.com,,Michigan,Saint Joseph,207 Hawthorne Ave Ste 1,,Real Estate,,https://www.linkedin.com/company/gardner-management-company,Tier 3
"Bratcher Enterprises, Inc.",55,midasfamily.com,,Illinois,Orland Park,14810 S La Grange Rd,,Business Consulting and Services,,https://www.linkedin.com/company/midas-family-office,Tier 3
Music People An Exertis Jam Business,56,musicpeopleinc.com,,Connecticut,Berlin,154 Woodlawn Road,6037,Sound Recording,156139,https://www.linkedin.com/company/the-music-people-inc-,Tier 3
San Antonio Current,56,sacurrent.com,,Texas,San Antonio,,,Periodical Publishing,70505,https://www.linkedin.com/company/san-antonio-current,Tier 3
Ncura National Council of University Research Administrators,56,ncura.edu,,District of Columbia,Washington,"1225 19th Street, NW, Ste 850",20036,Professional Organizations,9184907,https://www.linkedin.com/company/ncura-national-council-of-university-research-administrators,Tier 3
Tanner Industries,56,tannerind.com,,Alabama,Lincoln,735 Davisville Road,18966,Chemical Manufacturing,5464674,https://www.linkedin.com/company/tanner-industries,Tier 3
National Ovarian Cancer Coalition,56,ovarian.org,,Texas,Dallas,3800 Maple Avenue,75219,Non-profit Organizations,978146,https://www.linkedin.com/company/national-ovarian-cancer-coalition,Tier 3
Cpm Construction Planning and Management,56,cpmconstruction.com,,Indiana,Indianapolis,10053 Hague Road,46256,Nonresidential Building Construction,1060915,https://www.linkedin.com/company/cpm-construction-planning-and-management-inc.,Tier 3
Avalar Austin Real Estate,56,avalaraustin.com,,Texas,Austin,,,Real Estate Agents and Brokers,1573751,https://www.linkedin.com/company/avalar-austin-realestate,Tier 3
Bellevue Golf Club,56,bellevuegolfclub.com,,Massachusetts,Melrose,,,Golf Courses and Country Clubs,1636443,https://www.linkedin.com/company/bellevue-golf-club,Tier 3
Country Fresh Meats,56,countryfreshmeats.com,,Wisconsin,Schofield,,,Wholesale Food and Beverage,4382890,https://www.linkedin.com/company/country-fresh-meats,Tier 3
Hobbs Straus Dean & Walker,56,hobbsstraus.com,,Oklahoma,Oklahoma City,15 W 43Rd St.,10036,Legal Services,83330647,https://www.linkedin.com/company/hobbs-straus-dean-walker-llp,Tier 3
Ihs Global,56,ihsglobal.org,,Pennsylvania,Wayne,,,Religious Institutions,4807523,https://www.linkedin.com/company/ihs-global,Tier 3
East Jasper School District,56,eastjasper.k12.ms.us,,Mississippi,Heidelberg,,39439,Education Administration Programs,,https://www.linkedin.com/company/east-jasper-school-district,Tier 3
Prosperity - An EisnerAmper Company,56,prosperityea.com,,New York,,,,Financial Services,,https://www.linkedin.com/company/the-prosperity-consulting-group-llc,Tier 3
"The Driven Man, LLC",56,drivenman.com,,Tennessee,Cookeville,3075 Poplar Grove Rd,,Manufacturing,,https://www.linkedin.com/company/the-driven-man-llc,Tier 3
Pike Valley Unified School District 426,56,pikevalley.com,,Kansas,Scandia,100 School St,,Mental Health Care,,https://www.linkedin.com/company/pike-valley-high-school,Tier 3
